eval_time,work_dir,epoches,warm_up,lr,lr_end,weight_decay,BLEU_1,BLEU_4,ROUGE_L,CIDEr,SPICE
20230404-181152,baseline,3,0.1,7.50e-05,2.25e-06,0.008,48.37,9.00,29.92,19.24,6.12
